id,title,artist,popularity,year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
2Ix8Taa3GmRzxg0AGo4g3r,E Pathe Ami,Srikanta Acharya,0,1999,0.511,0.362,6,-15.113,0.0319,0.937,0.000335,0.182,0.556,129.536,288.603,3
2Ix8Taa3GmRzxg0AGo4g3r,E Pathe Ami,Srikanta Acharya,0,1999,0.511,0.362,6,-15.113,0.0319,0.937,0.000335,0.182,0.556,129.536,288.603,3
5TFHUE71fz8i5gVY9Q4teM,Kache Chile Dure Gele Dur,Srikanta Acharya,0,1999,0.537,0.281,11,-15.459,0.0286,0.861,0.0000457,0.187,0.566,132.351,190.59,3
2y1WcgqRMgmukToyYNgZeO,Keno Amay Pagal Kore,Srikanta Acharya,13,1999,0.334,0.153,5,-16.753,0.0355,0.858,0.00000236,0.0733,0.047,118.865,368.639,1
3rw7BADVCfHf2ZmyKK7jwu,Shrabbanero Pabane Akolo,Srikanta Acharya,0,1999,0.455,0.183,0,-17.093,0.0318,0.855,0,0.09,0.377,109.43,282.596,5
4IjSt1uDTWclm1CAPYPfAB,Tumi Kon Kananer Phul,Srikanta Acharya,26,1999,0.478,0.165,2,-17.956,0.0315,0.874,0,0.0833,0.326,72.571,178.892,3
5eeA8UCT7QZmwmLQrEgP9i,Hare Re Re Re Re - Original,Srikanta Acharya,4,2021,0.581,0.727,10,-4.869,0.0575,0.934,0,0.418,0.965,143.777,103.079,3
01mZULRUknDWwg8k3hOrGi,Ore Ay Re - Original,Srikanta Acharya,3,2021,0.57,0.717,8,-3.587,0.0351,0.643,0,0.09,0.907,104.371,167.784,4
1rxzzKL5nF7w0kMcBNvWm2,Ogo Nodi Apon Bege - Original,Srikanta Acharya,28,2021,0.648,0.709,4,-5.37,0.0283,0.626,0.0000131,0.573,0.674,109.889,201.169,3
70Xo6DAwk1qacDSOFNTbgr,Chole Jay Mori Hay - Original,Srikanta Acharya,14,2021,0.581,0.575,2,-6.213,0.0277,0.603,0,0.442,0.736,81.793,190.981,4
4sisSb1OV2OvHfZwkn5igI,Amra Notun Praner Chor - Original,Srikanta Acharya,3,2021,0.653,0.646,6,-8.038,0.0325,0.912,0.0000191,0.398,0.851,136.77,101.329,3
