id,title,artist,popularity,year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
02LJdBgyfq01WtSX05OJkc,Jalsaghar - Adrishyo Nagordolar Trip,Anupam Roy,Kind of Popular,2023,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
036Q1Xb7IMzavuIjbSU2aX,Noishobdo,Bangla Five,Not Popular,2022,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
04K08nBMizx2UQeZ4hDUQp,Janina,Sovvota,Not Popular,2017,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
06f2IXt2LBVrQzfFBtRw21,Ekhane Poth Amar,Sovvota,Not Popular,2017,No-dance,High Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
06k6GyUDtvIgLb4YQftb9G,Na Bola Phul,Meghdol,Kind of Popular,2019,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
06zGGUSIzFlKhtIBaTnOOO,Maa Dake Khoka,Chandrabindoo,Kind of Popular,2003,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
072krlEvVII8yldKfs2cgy,Jodi Bolo Hya,Chandrabindoo,Kind of Popular,1998,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
07IzbmNu8DAjukHhTNOeaJ,Jodi Bhabo Pabe,Chandrabindoo,Not Popular,2005,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
07qgJazJQyknsbmuJZDL6N,Bhondo,Oblique,Kind of Popular,2018,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
082QypyxxyoVU0rRSo4Nkm,Shesh Prohor,Balam,Not Popular,2017,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
08IgjdJ0rCy1pAm2N5VLSZ,Bondhurey,Muza,Popular,2018,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0a2cxKc5iJJZ8qFEPYg2yr,Utshorgo,Aftermath,Popular,2021,No-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0A8EYRX6C8yP2pvexZbgAu,Rokto,Bangla Five,Not Popular,2022,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0aGklYNgdWiQfeNxoqN1Sc,Atit Mone Porey Kromosho,Balam,Not Popular,2017,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0ajS0KCtUyW7iWf6ozjaiy,Deshlai Baksho,Anupam Roy,Not Popular,2014,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0apG1ss6Igy8IJb7ieltBc,Gaibona,Bassbaba Sumon,Popular,2007,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0ATIgtOb90L93EpbGclKm4,Shobar Jonne Tumi,Bassbaba Sumon,Kind of Popular,2007,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0b2xtRnzcYer5OVu9umziP,Dana Vanga Pakhi’r Gaan,JOler gaan,Not Popular,2019,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0BIriQWxqMnoefhBTpkcBJ,Amra Dujon - Female Vocals,Mousumi Banerjee,Not Popular,2016,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0bkj0REm4WGy8TkgNjuEuJ,Emon Manob Samaj,Sahana Bajpaie,Not Popular,2016,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0bnJj8XCrrMmGYzqyKBuYX,Toker Jatna Nin,Chandrabindoo,Kind of Popular,1999,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Short,Simple
0CfigYkxJEH5LXWdiU6ITl,Vobe Chawa Pawar Sesh Nai,Baul Ranjan Das,Kind of Popular,2023,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Slow,Long,Simple
0cwtTFBFSbESTfQBliEOnQ,Bakyobageesh,Anupam Roy,Kind of Popular,2014,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
0DcQwii7VM7mmxuwkmZLgB,Tomaye Dilam,Mohiner Ghoraguli,Popular,1998,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0dx9jOghKQHtowZhEO23rF,Jokhon Porbena More,Srikanta Acharya,Kind of Popular,2009,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0e6aAn3W3nigxZZD9ckx17,Kon Puraton Praner Taney,Sahana Bajpaie,Kind of Popular,2017,Mid-dance,High Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Short,Simple
0fLJBwZIGP33RP4nLyqKrY,Shrotoshinni,Encore,Popular,2018,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0fVxrUWs2jFkXyIxMtVRSb,E Nachi,Mousumi Banerjee,Not Popular,2016,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0FWmRjraRmR6KiERSM2780,Bujhe na bujhe,AvoidRafa,Kind of Popular,2022,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0G8Yq3aX2811LD6styZf63,Alga korogo Khopar Badhon,Agniveena,Not Popular,2015,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0GbtvhytbMRPInl4A0atuo,Tumi Hina,Fuad,Kind of Popular,2017,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0GDLFsFUeTjd091alQs9wn,Basanta Ronge Ronge Khelchhe Holi,Soumitra Chatterjee,Not Popular,2023,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0hfoBhgN6QXpsKUuDDXRQU,Jodi Hay Jibonpuron,Srikanta Acharya,Not Popular,2023,No-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0HrhSg6tPhofqyX503Fk0K,Aaj Baroi Aka,Piyali Mukherjee,Not Popular,2023,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0hWmvls0Ij467ywZiCwoWa,Baro Bedonar Moto,Srikanta Acharya,Not Popular,2023,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0hXWb6fgywCPEmIPdSPya5,Ami Hethay Thaki,Srikanta Acharya,Not Popular,2023,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0I7iU9ED0367YvCl2xmCeO,Khoma Kore Dio Amay,Baul Ranjan Das,Kind of Popular,2023,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Long,Simple
0iAkSPCliJozniBFIq5qZO,Moharaj,Balam,Kind of Popular,2017,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0JAljqHEMRLHSC1uvvx10M,Shada Shada Kala Kala,Hawa,Popular,2022,High-dance,Low Energy,Non-enharmonic,Normal,Mixed,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
0JfXbTgTA4TfDtO8ez6lyZ,Tomar Asime Pranmon Loye,Srikanta Acharya,Not Popular,2023,No-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0jV4SVAHhbqBVmQSweofRm,Cyclone,Balam,Not Popular,2017,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0K26BTSI3Cnd6nTZfqbWPD,Morunama,HIGHWAY,Kind of Popular,2022,No-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Instrumental,Recorded,Negative,Slow,Long,Simple
0KpiiWS4yj7V4xkVDfYU7o,Je Kawta Din,Anupam Roy,Popular,2011,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0kub3N8x0FsNXSqs2Sck94,Jokhon Nirobe Dure,Atanu Mitra,Not Popular,2023,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Short,Simple
0kUD0WErxFfyM1VLgpWuIo,Biprotip,Artcell,Kind of Popular,2023,No-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Long,Simple
0kUD0WErxFfyM1VLgpWuIo,Biprotip,Artcell,Kind of Popular,2023,No-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Long,Simple
0lrXNv7c4pZ44KJjtyXlDb,Sheishob Din Raatri,Karnival,Popular,2020,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Instrumental,Recorded,Positive,Slow,Medium,Simple
0MhbhdrC9e5dKioOrGO5Jn,Aaji Jhorer Raate Tomar,Sahana Bajpaie,Not Popular,2015,No-dance,Low Energy,Enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0mhhSvusB7mddRX4VJQVap,Keno Maro Pichkari Natobar Shyam,Soumitra Chatterjee,Not Popular,2023,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Short,Simple
0mncMDi5ID5KTbeeBPBvzI,Meye,Ayub Bachchu,Popular,2022,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0mNzNpRtipNMygFTR7irCo,Chaini Duto Bondh Aka Hoye Thak,Piyali Mukherjee,Not Popular,2023,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0MqjGExHFk9yuVRBOYxTIo,Matir Roud,Aftermath,Popular,2021,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0mueeuRzt2ghi3g6pYIHBu,Moner Guprochar,Anupam Roy,Kind of Popular,2016,High-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0mWXRsUlFCKtF984thoely,Debi,Jadukor,Kind of Popular,2022,No-dance,High Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0mXaV8gAlrYz0sdCBFrVzu,Pitha-Pulir Gaan,JOler gaan,Kind of Popular,2019,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Slow,Long,Simple
0N0RWkMtfHID2xDAWiGb8l,Urey Jachhe,Chandrabindoo,Not Popular,1999,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0nkJfYDa3wb28oWuR29Qi3,Shey Amare,Ashes,Kind of Popular,2022,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0oVgj0GAlqH5XLTHLwMi5J,Ananda Sen,Chandrabindoo,Kind of Popular,1998,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
0QLygGdCyPEfyTCS891hRc,Ami Amar Moto,Pritom Hasan,Popular,2018,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0QNhOB9anqkbURUg3qGScb,Deyale Deyale,Tanveer Evan,Popular,2021,No-dance,Low Energy,Enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Short,Simple
0qUZbOiotX0FaS6LxELAYR,Tomar Chaya,Shitom Ahmed,Popular,2022,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Short,Simple
0RA0vnBIXFtoC83Za1Cfoh,Godhulir Opare,Shunno,Popular,2009,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
0RMSeH87lech7x6uv524VP,Hyenar Ottohashi,Bassbaba Sumon,Not Popular,1997,Mid-dance,High Energy,Enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Short,Simple
0roRmHwYIQusKY4LJXTRuf,Jakhan Samay Thamke Danray,Nachiketa Chakraborty,Kind of Popular,2004,High-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0RUpKMdhmQp7c0Z2mbKARk,Ghawrkuno Ghash,Anupam Roy,Not Popular,2014,Mid-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0RZ9fpi4cxKLMwm1EZCttm,Gabhir Rajani,Srikanta Acharya,Not Popular,2023,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Long,Simple
0rzvfInnZFHQpgC38l3vCw,Chaad Tara,Miles,Not Popular,1991,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0S1zh5BzxE1dj4DqmNhGyt,Shopner Daar,Bassbaba Sumon,Not Popular,1997,Mid-dance,Low Energy,Enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0SK2Zeeh2tS4foFsflgYU9,Chera Ghuri,Shitom Ahmed,Popular,2021,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Short,Simple
0skU8tSfMNo8u2QfZ4dVFQ,Bala Nacho to Dekhi,Iman Chakraborty,Kind of Popular,2022,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0sMiIBRXtRqCGwTfCWvMSI,Kichchu Chaini Ami,Anirban Bhattacharya,Popular,2019,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0SndyNsDHBfkMGTnzLohgs,Tomari Porosh,Porshi,Kind of Popular,2010,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
0sNM2ixLSvQyt1UvIyzej5,Mayabee,Blue Touch,Not Popular,2022,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0T27w9wafPryWtb8Dnn54Z,Eso Eso Phire Eso,Sreeradha Bandyopadhyay,Not Popular,2023,No-dance,Low Energy,Enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0TE6ZWepMX17UKckl1eB84,Prem tumi,Tahsan,Popular,2017,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0tONVm46vMghs8PsS4uorg,Sukumar Roy,Nachiketa Chakraborty,Not Popular,2001,No-dance,Low Energy,Enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
0u6jP2rArTxauVvjCx5R8p,Sonar Moyna Pakhi,Arnob,Popular,2009,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0urbysAGoNzMjXPn97nZsi,Amar Sakol Dukher,Srikanta Acharya,Not Popular,2023,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0UXswv8EK5264CWxS0tLNF,Boba Tunnel,Anupam Roy,Popular,2014,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0v1eOYWwJPe1pAnkqjnTW8,Kabita Prarthona O Protigga,Bassbaba Sumon,Not Popular,2008,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
0V3jFx4sC3S5PfjbLsoEPm,Bobby Roy,Nachiketa Chakraborty,Not Popular,2001,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Slow,Long,Simple
0vHe7utIY3Pc5ZBaj0zw22,Tarar Moto,Anupam Roy,Kind of Popular,2013,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0vNPCCgb4USoPak8x96FIq,Ki Gabo Aami Ki Shonabo,Sahana Bajpaie,Kind of Popular,2015,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0vZ1TIGX0nw3kEtcmBDEcL,Mone Koro,Bassbaba Sumon,Not Popular,1997,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0xMbvRQsb69Uu6ar3KpWV4,Ponkhiraaj,JOler gaan,Not Popular,2014,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Long,Simple
0yaupNe4BLn4vwAMXMuZjt,Dhaka Shohor Aisha Amar,Chanchal Chowdhury,Not Popular,2023,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
0yKJiWSfcyl0uvqeF74MDM,Shobar Jonne Tumi ?,Bassbaba Sumon,Not Popular,2007,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
0YMbrZvSCvoZ8KLlvqgoE2,Opekkha,Vikings,Kind of Popular,2016,No-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0YrMAGdDbJpkzDL0n9V4DY,Onneshon,Bassbaba Sumon,Kind of Popular,2007,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
0ZFBzMqw98P0XGT3rGtDzW,Darjeelinger Rastay,Nachiketa Chakraborty,Not Popular,2001,High-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
0ZhmpGwB5qPUFnaRPZs7Jt,Bangalira Ar Koto Dekhabey,Balam,Not Popular,2017,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Long,Simple
0ZhmpGwB5qPUFnaRPZs7Jt,Bangalira Ar Koto Dekhabey,Balam,Not Popular,2017,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Long,Simple
0zo0FvskoJrpeCg2GEV6aq,Keno Dure Thako,Hemant Kumar,Kind of Popular,1960,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Instrumental,Recorded,Negative,Slow,Short,Simple
10DOfOhSg0of59sJIVsZbz,Age Jodi Jantam,Momtaz,Kind of Popular,2009,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
119bobnT9soQaFzHneLqSi,Prematal,Tahsan,Popular,2005,Mid-dance,High Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
11R5cJKDjsMWxEWpP3T6ek,Phooler Mato Kamal Tumi,Nachiketa Chakraborty,Not Popular,2012,Mid-dance,High Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
11Sq337s0TLbqEvkiQGYQS,Tarpor Football,Suvajit Ray,Not Popular,2019,Mid-dance,High Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
128jmx5espAG9o9qWkJ1Sm,O Moushumi,The Attempted Band,Kind of Popular,2020,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
12tRorl15Dc7IEFDPcTzEs,Dokkhinnama,HIGHWAY,Kind of Popular,2022,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Short,Simple
134mzooLWPzI5nyySEb8EQ,Phanka Naki,Chandrabindoo,Not Popular,1998,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
13jmbPV8jLenzP0lz2o6Di,1996,Indalo,Popular,2021,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Long,Simple
13v2SAma01l3TQ9nqLzVHd,Hoytoba Bhalobasha,Bassbaba Sumon,Not Popular,2008,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
13zHSdOzcrnu2KIpS29Bcl,Bhober Pagol,Nigar Sumi,Popular,2022,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
14nCmHYgynAWAvOrB1vvOI,Hridoyer Rong,Anupam Roy,Popular,2018,Mid-dance,High Energy,Enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
167N9GRjLm406oKVSKe2VS,Kisher Eto Tara,Mohiner Ghoraguli,Kind of Popular,1998,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Long,Simple
18KPyTq6Al56l0vMPQFjR1,Behula,Shunno,Popular,2021,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
18qbxXGX2cEhxZaE7jqwSK,Amar Praner Pore,Srikanta Acharya,Not Popular,2023,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Slow,Medium,Simple
18xxOCfmxqBD5YgTFpzp5d,Ghum,Odd Signature,Popular,2019,Mid-dance,Low Energy,Enharmonic,Quiet,No Speech,Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
19fw2G5ZoXxRNCv8LgIv0g,Bari Kothay,Sahana Bajpaie,Not Popular,2014,No-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Negative,Fast,Medium,Simple
19PzVPlRvBK2JWo5OHoCe7,Dudh Na Khele,Chandrabindoo,Kind of Popular,2001,High-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
1ADaem1JGBaXNIpVmc3map,Tomar Jonno,Bassbaba Sumon,Kind of Popular,2007,No-dance,Low Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
1aMkkYUElRH1yanSLDuS8u,Seven,Balam,Not Popular,2016,No-dance,Low Energy,Enharmonic,Quiet,No Speech,Acoustic,Instrumental,Recorded,Negative,Slow,Short,Simple
1ap3f5YiAD5GHLE7gyQCtg,Doyaboti Darodini Maa,Baul Ranjan Das,Kind of Popular,2023,No-dance,High Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Long,Simple
1b5kTQqBybGOwzqDPZwfBi,Karone Okarone,Minar Rahman,Very Popular,2017,Mid-dance,Low Energy,Enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
1BGsQU6n08BhDG0mAGH7BF,Nine,Balam,Not Popular,2016,No-dance,Low Energy,Enharmonic,Quiet,No Speech,Acoustic,Instrumental,Recorded,Negative,Slow,Medium,Simple
1bvbl5WKnnZclG4PyanRJN,Ki Name Dakbo Tomay,Sudeshna Ganguly,Not Popular,2005,No-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Fast,Medium,Simple
1cO5oG1LoTyimmlKT30pS2,Proticchobi,Bagdhara,Popular,2022,Mid-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
1cPdAQPUi7s8uaSW7hNfEo,O sonia,Baba Nyza,Kind of Popular,2021,High-dance,Low Energy,Non-enharmonic,Loud,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
1dBlRXQ1YfaAIOwuKRr0sw,Rajashree,Nachiketa Chakraborty,Not Popular,2023,High-dance,High Energy,Non-enharmonic,Normal,No Speech,Non-Acoustic,Vocal,Recorded,Positive,Slow,Medium,Simple
1dDYCWz8ciB7c6nDqL7Snk,Hariye Giyechi,Arnob,Kind of Popular,2017,Mid-dance,Low Energy,Non-enharmonic,Quiet,No Speech,Non-Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
1dwdZUoQnobt8Jv7ySCOxf,Ratri Jaga,Stoic Bliss,Kind of Popular,2007,High-dance,High Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Positive,Medium,Medium,Simple
1EJHfKCIBcFwRzNZhm98SH,Bukur Apon,Madhusmita Bhattacharya,Not Popular,2006,Mid-dance,Low Energy,Non-enharmonic,Normal,No Speech,Acoustic,Instrumental,Recorded,Positive,Slow,Medium,Simple
1EOcCBjEqOFzugcX4kCZxN,Baula Batash-2,JOler gaan,Not Popular,2014,Mid-dance,Low Energy,Non-enharmonic,Loud,No Speech,Acoustic,Vocal,Recorded,Negative,Medium,Medium,Simple
